ISIN,Code,SYMBOL,SERIES,EXCH
INE900L01010,MBAPL,MBAPL,EQ,NSE
INE414A01015,MADRASFERT,MADRASFERT,EQ,NSE
INE347W01011,MAGADSUGAR,MAGADSUGAR,EQ,NSE
INE613C01026,MCLOUD,MCLOUD,EQ,NSE
INE387I01016,MAGNUM,MAGNUM,EQ,NSE
INE0O1S01012,MAGSON,MAGSON,SM,NSE
INE843B01013,MAHAPEXLTD,MAHAPEXLTD,EQ,NSE
INE112D01035,MHLXMIRU,MHLXMIRU,EQ,NSE
INE451L01014,MAHASTEEL,MAHASTEEL,EQ,NSE
INE002S01010,MGL,MGL,EQ,NSE
INE153A01019,MTNL,MTNL,EQ,NSE
INE288A01013,MAHSCOOTER,MAHSCOOTER,EQ,NSE
INE271B01025,MAHSEAMLES,MAHSEAMLES,EQ,NSE
INE632Q01018,MRIL,MRIL,SM,NSE
INE263W01010,MAHESHWARI,MAHESHWARI,EQ,NSE
INE961Y01015,MAHICKRA,MAHICKRA,SM,NSE
INE101A01026,M&M,M&M,EQ,NSE
INE215D01010,MAHEPC,MAHEPC,EQ,NSE
INE998I01010,MHRIL,MHRIL,EQ,NSE
INE813A01018,MAHLIFE,MAHLIFE,EQ,NSE
INE766P01016,MAHLOG,MAHLOG,EQ,NSE
INE683C01011,MAITHANALL,MAITHANALL,EQ,NSE
INE0PLQ01011,MAITREYA,MAITREYA,SM,NSE
INE0CDK01019,MAKS,MAKS,SM,NSE
INE389C01015,MALLCOM,MALLCOM,EQ,NSE
INE383H01017,MALUPAPER,MALUPAPER,EQ,NSE
INE0TO701015,MAMATA,MAMATA,EQ,NSE
INE830Q01018,MANAKCOAT,MANAKCOAT,EQ,NSE
INE993A01026,MANINDS,MANINDS,EQ,NSE
INE949H01023,MANINFRA,MANINFRA,EQ,NSE
INE859Q01017,MANAKALUCO,MANAKALUCO,EQ,NSE
INE015D01022,MANAKSIA,MANAKSIA,EQ,NSE
INE201A01024,MANALIPETC,MANALIPETC,EQ,NSE
INE522D01027,MANAPPURAM,MANAPPURAM,BL,NSE
INE939X01013,MANBA,MANBA,EQ,NSE
INE0R3T01013,MANDEEP,MANDEEP,SM,NSE
INE558B01017,MANGCHEFER,MANGCHEFER,EQ,NSE
INE545L01039,MANCREDIT,MANCREDIT,EQ,NSE
INE0PKD01011,MEIL,MEIL,EQ,NSE
INE00C401011,MAL,MAL,ST,NSE
INE347A01017,MANGLMCEM,MANGLMCEM,EQ,NSE
INE584F01014,MANGALAM,MANGALAM,EQ,NSE
INE0APB01032,MGEL,MGEL,EQ,NSE
INE0JYY01011,MWL,MWL,SM,NSE
INE0R3101011,MIEL,MIEL,SM,NSE
INE634S01028,MANKIND,MANKIND,EQ,NSE
INE0KNT01012,MVGJL,MVGJL,EQ,NSE
INE784W01015,MANOMAY,MANOMAY,EQ,NSE
INE00VM01036,MANORAMA,MANORAMA,EQ,NSE
INE882A01013,MARALOVER,MARALOVER,EQ,NSE
INE182D01020,MARATHON,MARATHON,EQ,NSE
INE0QP001012,MARCO,MARCO,SM,NSE
INE196A01026,MARICO,MARICO,EQ,NSE
INE0P1P01017,MARINETRAN,MARINETRAN,SM,NSE
INE750C01026,MARKSANS,MARKSANS,EQ,NSE
INE585B01010,MARUTI,MARUTI,EQ,NSE
INE575Z01010,MDL,MDL,SM,NSE
INE348L01012,MASFIN,MASFIN,EQ,NSE
INE885F01015,MASKINVEST,MASKINVEST,EQ,NSE
INE0SH001010,MASON,MASON,ST,NSE
INE759A01021,MASTEK,MASTEK,EQ,NSE
INE0OJM01017,MASTER,MASTER,ST,NSE
INE677D01037,MASTERTR,MASTERTR,EQ,NSE
INE866R01028,MATRIMONY,MATRIMONY,EQ,NSE
INE636A01039,MAWANASUG,MAWANASUG,EQ,NSE
INE03EI01018,MAXESTATES,MAXESTATES,EQ,NSE
INE180A01020,MFSL,MFSL,EQ,NSE
INE027H01010,MAXHEALTH,MAXHEALTH,EQ,NSE
INE0CG601016,MAXIND,MAXIND,EQ,NSE
INE0ECC01022,MAXPOSURE,MAXPOSURE,SM,NSE
INE10A501018,MAXVOLT,MAXVOLT,SM,NSE
INE0ZTO01018,MAYASHEEL,MAYASHEEL,SM,NSE
INE040D01038,MAYURUNIQ,MAYURUNIQ,EQ,NSE
INE249Z01020,MAZDOCK,MAZDOCK,EQ,NSE
INE885E01042,MAZDA,MAZDA,EQ,NSE
INE912H01013,MBLINFRA,MBLINFRA,EQ,NSE
INE942G01012,MCLEODRUSS,MCLEODRUSS,EQ,NSE
INE456Z01021,MEDIASSIST,MEDIASSIST,EQ,NSE
INE646B01010,MEDICAMEQ,MEDICAMEQ,EQ,NSE
INE0PE401018,MEDIORG,MEDIORG,ST,NSE
INE630Y01024,MEDICO,MEDICO,EQ,NSE
INE0UOY01019,MEDISTEP,MEDISTEP,SM,NSE
INE804L01022,MEDPLUS,MEDPLUS,EQ,NSE
INE0G1D01014,MEGAFLEX,MEGAFLEX,SM,NSE
INE00EM01016,MEGASTAR,MEGASTAR,EQ,NSE
INE531R01010,MEGATHERM,MEGATHERM,SM,NSE
INE0CT101020,MOL,MOL,EQ,NSE
INE071D01033,MENONBE,MENONBE,EQ,NSE
INE776I01010,MEP,MEP,BZ,NSE
INE317I01021,METROBRAND,METROBRAND,EQ,NSE
INE112L01020,METROPOLIS,METROPOLIS,EQ,NSE
INE287C01037,MICEL,MICEL,EQ,NSE
INE0PZK01014,MICROPRO,MICROPRO,SM,NSE
INE376Y01016,MILTON,MILTON,SM,NSE
INE842C01021,MINDACORP,MINDACORP,EQ,NSE
INE0CCU25019,MINDSPACE,MINDSPACE,RR,NSE
INF769K01KU7,ALPHAETF,ALPHAETF,EQ,NSE
INF769K01KR3,BANKETF,BANKETF,EQ,NSE
INF769K01LZ4,BANKPSU,BANKPSU,EQ,NSE
INF769K01NS5,CONSUMER,CONSUMER,EQ,NSE
INF769K01OA1,EQUAL200,EQUAL200,EQ,NSE
INF769K01LQ3,EVINDIA,EVINDIA,EQ,NSE
INF769K01PB6,INTERNET,INTERNET,EQ,NSE
INF769K01KV5,ITETF,ITETF,EQ,NSE
INF769K01KS1,LIQUID,LIQUID,EQ,NSE
INF769K01MY5,LIQUIDPLUS,LIQUIDPLUS,EQ,NSE
INF769K01GS9,ESG,ESG,EQ,NSE
INF769K01HF4,MAFANG,MAFANG,EQ,NSE
INF769K01HI8,BFSI,BFSI,EQ,NSE
INF769K01JP9,GOLDETF,GOLDETF,EQ,NSE
INF769K01KF8,GSEC10YEAR,GSEC10YEAR,EQ,NSE
INF769K01HS7,MAHKTECH,MAHKTECH,EQ,NSE
INF769K01IC9,MIDCAPETF,MIDCAPETF,EQ,NSE
INF769K01IB1,MAKEINDIA,MAKEINDIA,EQ,NSE
INF769K01EG9,NIFTYETF,NIFTYETF,EQ,NSE
INF769K01JU9,LOWVOL,LOWVOL,EQ,NSE
INF769K01FN2,NEXT50,NEXT50,EQ,NSE
INF769K01KG6,SILVRETF,SILVRETF,EQ,NSE
INF769K01HP3,MASPTOP50,MASPTOP50,EQ,NSE
INF769K01LY7,METAL,METAL,EQ,NSE
INF769K01LJ8,MIDSMALL,MIDSMALL,EQ,NSE
INF769K01LX9,MULTICAP,MULTICAP,EQ,NSE
INF769K01ON4,SELECTIPO,SELECTIPO,EQ,NSE
INF769K01KT9,SENSEXETF,SENSEXETF,EQ,NSE
INF769K01LC3,SMALLCAP,SMALLCAP,EQ,NSE
INE771A01026,MIRZAINT,MIRZAINT,EQ,NSE
INE099Z01011,MIDHANI,MIDHANI,EQ,NSE
INE828O01033,MITCON,MITCON,EQ,NSE
INE997Y01027,MITTAL,MITTAL,EQ,NSE
INE227C01017,MMFL,MMFL,EQ,NSE
INE511Y01018,MMP,MMP,EQ,NSE
INE123F01029,MMTC,MMTC,EQ,NSE
INE794W01014,MODTHREAD,MODTHREAD,EQ,NSE
INE832A01018,MODIRUBBER,MODIRUBBER,EQ,NSE
INE737D01021,MODISONLTD,MODISONLTD,EQ,NSE
INE450S01011,MHHL,MHHL,SM,NSE
INE954E01012,MOHITIND,MOHITIND,EQ,NSE
INE490G01020,MOIL,MOIL,EQ,NSE
INE514Y01020,MOKSH,MOKSH,EQ,NSE
INE893J01029,MOLDTKPAC,MOLDTKPAC,EQ,NSE
INE835B01035,MOLDTECH,MOLDTECH,EQ,NSE
INE903D01011,MONARCH,MONARCH,EQ,NSE
INE1DV401010,MONOLITH,MONOLITH,ST,NSE
INE950M01013,MONTECARLO,MONTECARLO,EQ,NSE
INE161G01027,MORARJEE,MORARJEE,BZ,NSE
INE083A01026,MOREPENLAB,MOREPENLAB,EQ,NSE
INE0N7S01028,MOS,MOS,SM,NSE
INE935B01025,MOSCHIP,MOSCHIP,EQ,NSE
INE0FS801015,MSUMI,MSUMI,EQ,NSE
INF247L01023,MOM100,MOM100,EQ,NSE
INF247L01AP3,MON100,MON100,EQ,NSE
INE338I01027,MOTILALOFS,MOTILALOFS,EQ,NSE
INF247L01536,MOM50,MOM50,EQ,NSE
INF247L01AK4,MOGSEC,MOGSEC,EQ,NSE
INF247L01FR8,MOALPHA50,MOALPHA50,EQ,NSE
INF247L01EV3,MOCAPITAL,MOCAPITAL,EQ,NSE
INF247L01DJ0,MODEFENCE,MODEFENCE,EQ,NSE
INF247L01FY4,MOGOLD,MOGOLD,EQ,NSE
INF247L01BB1,MOHEALTH,MOHEALTH,EQ,NSE
INF247L01FL1,MOINFRA,MOINFRA,EQ,NSE
INF247L01BL0,MOLOWVOL,MOLOWVOL,EQ,NSE
INF247L01DK8,MOMENTUM50,MOMENTUM50,EQ,NSE
INF247L01FK3,MOMGF,MOMGF,EQ,NSE
INF247L01FQ0,MOMIDMTM,MOMIDMTM,EQ,NSE
INF247L01BK2,MOMOMENTUM,MOMOMENTUM,EQ,NSE
INF247L01FC0,MON50EQUAL,MON50EQUAL,EQ,NSE
INF247L01FD8,MONEXT50,MONEXT50,EQ,NSE
INF247L01BU1,MONIFTY500,MONIFTY500,EQ,NSE
INF247L01AU3,MONQ50,MONQ50,EQ,NSE
INF247L01FO5,MOPSE,MOPSE,EQ,NSE
INF247L01BH8,MOQUALITY,MOQUALITY,EQ,NSE
INF247L01CI4,MOREALTY,MOREALTY,EQ,NSE
INF247L01FZ1,MOSILVER,MOSILVER,EQ,NSE
INF247L01CH6,MOSMALL250,MOSMALL250,EQ,NSE
INF247L01FP2,MOTOUR,MOTOUR,EQ,NSE
INF247L01BE5,MOVALUE,MOVALUE,EQ,NSE
INE0FRK01020,MOTISONS,MOTISONS,EQ,NSE
INE861B01023,MOTOGENFIN,MOTOGENFIN,EQ,NSE
INE0XM301010,MMEL,MMEL,SM,NSE
INE356A01018,MPHASIS,MPHASIS,EQ,NSE
INE943D01017,MPSLTD,MPSLTD,BL,NSE
INE883A01011,MRF,MRF,EQ,NSE
INE103A01014,MRPL,MRPL,EQ,NSE
INE495P01012,BECTORFOOD,BECTORFOOD,EQ,NSE
INE752G01015,MSPL,MSPL,EQ,NSE
INE255X01014,MSTCLTD,MSTCLTD,EQ,NSE
INE864I01014,MTARTECH,MTARTECH,EQ,NSE
INE08KJ01020,MUFIN,MUFIN,EQ,NSE
INE304A01026,MUKANDLTD,MUKANDLTD,EQ,NSE
INE0CG401037,MUKKA,MUKKA,EQ,NSE
INE374B01019,MUKTAARTS,MUKTAARTS,EQ,NSE
INE745G01035,MCX,MCX,EQ,NSE
INE672B01032,MUNJALAU,MUNJALAU,EQ,NSE
INE577A01027,MUNJALSHOW,MUNJALSHOW,EQ,NSE
INE692B01014,MURUDCERA,MURUDCERA,EQ,NSE
INE919I01024,RADIOCITY,RADIOCITY,EQ,NSE
INE296G01013,MUTHOOTCAP,MUTHOOTCAP,EQ,NSE
INE414G01012,MUTHOOTFIN,MUTHOOTFIN,EQ,NSE
INE046W01019,MUTHOOTMF,MUTHOOTMF,EQ,NSE
INE0RVQ01016,MYMUDRA,MYMUDRA,SM,NSE
INE104101014,NRVANDANA,NRVANDANA,SM,NSE
INE365I01020,NBIFIN,NBIFIN,EQ,NSE
INE756C01015,NDGL,NDGL,EQ,NSE
INE454M01024,NAGAFERT,NAGAFERT,EQ,NSE
INE245I01016,NAGREEKCAP,NAGREEKCAP,EQ,NSE
INE123B01028,NAGREEKEXP,NAGREEKEXP,EQ,NSE
INE308A01027,NAHARPOLY,NAHARPOLY,EQ,NSE
INE290A01027,NAHARSPING,NAHARSPING,EQ,NSE
INE236Y01012,NGIL,NGIL,EQ,NSE
INE023A01030,NSIL,NSIL,EQ,NSE
INE0RJM01010,NAMAN,NAMAN,SM,NSE
INE08NZ01012,NAMOEWASTE,NAMOEWASTE,SM,NSE
INE875G01048,NDL,NDL,EQ,NSE
INE696V01013,JAIPURKURT,JAIPURKURT,EQ,NSE
INE410P01011,NH,NH,EQ,NSE
INE117Z01011,NARMADA,NARMADA,EQ,NSE
INE987B01026,NATCOPHARM,NATCOPHARM,EQ,NSE
INE139A01034,NATIONALUM,NATIONALUM,EQ,NSE
INE870D01012,NFL,NFL,EQ,NSE
INE936B01015,NATCAPSUQ,NATCAPSUQ,EQ,NSE
INE725A01030,NAVA,NAVA,EQ,NSE
INE048G01026,NAVINFLUOR,NAVINFLUOR,EQ,NSE
INE278M01019,NAVKARCORP,NAVKARCORP,EQ,NSE
INE060A01024,NAVNETEDUL,NAVNETEDUL,EQ,NSE
INE418L01021,NAZARA,NAZARA,EQ,NSE
INE095N01031,NBCC,NBCC,EQ,NSE
INE868B01028,NCC,NCC,EQ,NSE
INE732C01016,NCLIND,NCLIND,EQ,NSE
INE07OG01012,NDRAUTO,NDRAUTO,EQ,NSE
INE189I01024,NELCAST,NELCAST,EQ,NSE
INE045B01015,NELCO,NELCO,EQ,NSE
INE136S01016,NEOGEN,NEOGEN,EQ,NSE
INE0SUN01013,NEPHROCARE,NEPHROCARE,ST,NSE
INE156901014,NEPTUNE,NEPTUNE,SM,NSE
INE317F01035,NESCO,NESCO,EQ,NSE
INE239A01024,NESTLEIND,NESTLEIND,EQ,NSE
INE518X01015,CBAZAAR,CBAZAAR,ST,NSE
INE0NT901020,NETWEB,NETWEB,EQ,NSE
INE0FFK01017,NPST,NPST,EQ,NSE
INE870H01013,NETWORK18,NETWORK18,EQ,NSE
INE794A01010,NEULANDLAB,NEULANDLAB,BL,NSE
INE619B01017,NEWGEN,NEWGEN,EQ,NSE
INE0PW501021,NEWJAISA,NEWJAISA,SM,NSE
INE0TP801012,NMSTEEL,NMSTEEL,SM,NSE
INE747B01016,NEXTMEDIA,NEXTMEDIA,EQ,NSE
INE0NDH25011,NXST,NXST,RR,NSE
INE887E01022,NGLFINE,NGLFINE,EQ,NSE
INE848E01016,NHPC,NHPC,EQ,NSE
INE149O01018,NIBE,NIBE,EQ,NSE
INE342G01023,NIITMTS,NIITMTS,EQ,NSE
INE161A01038,NIITLTD,NIITLTD,EQ,NSE
INE0FLF01015,NIKITA,NIKITA,SM,NSE
INE937C01029,NILAINFRA,NILAINFRA,EQ,NSE
INE00S901012,NILASPACES,NILASPACES,EQ,NSE
INE310A01015,NILKAMAL,NILKAMAL,EQ,NSE
INE395U01014,NINSYS,NINSYS,EQ,NSE
INF204KB15I9,BANKBEES,BANKBEES,EQ,NSE
INF204KA1LD7,CONSUMBEES,CONSUMBEES,EQ,NSE
INF204KA1MS3,DIVOPPBEES,DIVOPPBEES,EQ,NSE
INF204KB18I3,NV20BEES,NV20BEES,EQ,NSE
INF204KB17I5,GOLDBEES,GOLDBEES,EQ,NSE
INF204KB19I1,HNGSNGBEES,HNGSNGBEES,EQ,NSE
INF732E01268,INFRABEES,INFRABEES,EQ,NSE
INF204KB15V2,ITBEES,ITBEES,EQ,NSE
INF732E01045,JUNIORBEES,JUNIORBEES,EQ,NSE
INF732E01037,LIQUIDBEES,LIQUIDBEES,EQ,NSE
INF204KB1882,LTGILTBEES,LTGILTBEES,EQ,NSE
INF204KB1V68,MID150BEES,MID150BEES,EQ,NSE
INF204K014N5,NIF100BEES,NIF100BEES,EQ,NSE
INF204KB14I2,NIFTYBEES,NIFTYBEES,EQ,NSE
INF204KB16I7,PSUBNKBEES,PSUBNKBEES,EQ,NSE
INF732E01128,SHARIABEES,SHARIABEES,EQ,NSE
INE298J01013,NAM-INDIA,NAM-INDIA,EQ,NSE
INF204KC1FU1,LIQGRWBEES,LIQGRWBEES,EQ,NSE
INF204KC1GH6,MANUFGBEES,MANUFGBEES,EQ,NSE
INF204KC1337,AUTOBEES,AUTOBEES,EQ,NSE
INF204KC1089,PHARMABEES,PHARMABEES,EQ,NSE
INF204KC1402,SILVERBEES,SILVERBEES,EQ,NSE
INF204KC1EZ3,SNXT30BEES,SNXT30BEES,EQ,NSE
INE368I01016,NIRAJ,NIRAJ,EQ,NSE
INE0OK701014,NIRMAN,NIRMAN,SM,NSE
INE858F01012,NITCO,NITCO,EQ,NSE
INE229H01012,NITINSPIN,NITINSPIN,EQ,NSE
INE439T01012,NITIRAJ,NITIRAJ,EQ,NSE
INE995S01015,NIVABUPA,NIVABUPA,EQ,NSE
INE542C01019,NKIND,NKIND,EQ,NSE
INE589A01014,NLCINDIA,NLCINDIA,EQ,NSE
INE584A01023,NMDC,NMDC,EQ,NSE
INE0NNS01018,NSLNISP,NSLNISP,EQ,NSE
INE163A01018,NOCIL,NOCIL,EQ,NSE
INE553C01016,NECCLTD,NECCLTD,EQ,NSE
INE850M01015,NORTHARC,NORTHARC,EQ,NSE
INE02H701025,NOVAAGRI,NOVAAGRI,EQ,NSE
INE349A01021,NRBBEARING,NRBBEARING,EQ,NSE
INE0ONG01011,NTPCGREEN,NTPCGREEN,EQ,NSE
INE733E01010,NTPC,NTPC,EQ,NSE
INE096B01018,NUCLEUS,NUCLEUS,EQ,NSE
INE0DSF01015,NURECA,NURECA,EQ,NSE
INE531F01015,NUVAMA,NUVAMA,BL,NSE
INE118D01016,NUVOCO,NUVOCO,EQ,NSE
INE093I01010,OBEROIRLTY,OBEROIRLTY,BL,NSE
INE0YHV01011,OBSCP,OBSCP,ST,NSE
INE213A01029,ONGC,ONGC,EQ,NSE
INE591A01010,OILCOUNTUB,OILCOUNTUB,EQ,NSE
INE274J01014,OIL,OIL,EQ,NSE
INE0LXG01040,OLAELEC,OLAELEC,EQ,NSE
INE260D01016,OLECTRA,OLECTRA,EQ,NSE
INE239D01028,OMINFRAL,OMINFRAL,EQ,NSE
INE800H01010,OMAXE,OMAXE,EQ,NSE
INE338Y01016,OMFURN,OMFURN,SM,NSE
INE474L01016,OMKARCHEM,OMKARCHEM,BZ,NSE
INE00ER01015,ONDOOR,ONDOOR,ST,NSE
INE982J01020,PAYTM,PAYTM,EQ,NSE
INE0HLU01028,MOBIKWIK,MOBIKWIK,EQ,NSE
INE0OPS01011,OLIL,OLIL,SM,NSE
INE013P01021,ONESOURCE,ONESOURCE,EQ,NSE
INE809I01019,ONMOBILE,ONMOBILE,EQ,NSE
INE350C01017,OPTIEMUS,OPTIEMUS,EQ,NSE
INE881D01027,OFSS,OFSS,EQ,NSE
INE215B01022,ORCHASP,ORCHASP,EQ,NSE
INE191A01027,ORCHPHARMA,ORCHPHARMA,EQ,NSE
INE0OUT01019,ORIANA,ORIANA,ST,NSE
INE730A01022,ORICONENT,ORICONENT,EQ,NSE
INE607D01018,ORIENTBELL,ORIENTBELL,EQ,NSE
INE876N01018,ORIENTCEM,ORIENTCEM,EQ,NSE
INE569C01020,ORIENTCER,ORIENTCER,EQ,NSE
INE142Z01019,ORIENTELEC,ORIENTELEC,EQ,NSE
INE999K01014,GREENPOWER,GREENPOWER,EQ,NSE
INE750A01020,ORIENTHOT,ORIENTHOT,EQ,NSE
INE592A01026,ORIENTPPR,ORIENTPPR,EQ,NSE
INE609C01024,ORIENTLTD,ORIENTLTD,EQ,NSE
INE0PPK01015,ORIENTTECH,ORIENTTECH,EQ,NSE
INE959C01023,OAL,OAL,EQ,NSE
INE426Z01016,OBCL,OBCL,EQ,NSE
INE725E01024,ORISSAMINE,ORISSAMINE,EQ,NSE
INE849L01019,ORTEL,ORTEL,BZ,NSE
INE0RMF01018,OSELDEVICE,OSELDEVICE,ST,NSE
INE142A01012,OSWALAGRO,OSWALAGRO,EQ,NSE
INE143A01010,OSWALGREEN,OSWALGREEN,EQ,NSE
INE0BYP01024,OSWALPUMPS,OSWALPUMPS,EQ,NSE
INE0R8M01017,OWAIS,OWAIS,SM,NSE
INE953R01016,PNGJL,PNGJL,EQ,NSE
INE0XUS01012,PSRAJ,PSRAJ,SM,NSE
INE179A01014,PGHH,PGHH,EQ,NSE
INE761H01022,PAGEIND,PAGEIND,EQ,NSE
INE420C01059,PAISALO,PAISALO,EQ,NSE
INE551D01018,PAKKA,PAKKA,EQ,NSE
INE471W01019,PALASHSECU,PALASHSECU,EQ,NSE
INE922B01023,PANACEABIO,PANACEABIO,EQ,NSE
INE305C01029,PANAMAPET,PANAMAPET,EQ,NSE
INE697V01011,PANSARI,PANSARI,EQ,NSE
INE088F01024,PARADEEP,PARADEEP,EQ,NSE
INE883N01014,PARAGMILK,PARAGMILK,EQ,NSE
INE0N4G01012,PARAGON,PARAGON,SM,NSE
INE0S2W01018,PARAMATRIX,PARAMATRIX,SM,NSE
INE074B01023,PARACABLES,PARACABLES,EQ,NSE
INE0Q6001012,PSFL,PSFL,SM,NSE
INE045601023,PARAS,PARAS,EQ,NSE
INE162C01024,PARASPETRO,PARASPETRO,EQ,NSE
INE00U801010,PARIN,PARIN,SM,NSE
INE988S01028,PARKHOTELS,PARKHOTELS,EQ,NSE
INE1H7V01011,PARTH,PARTH,ST,NSE
INE06ZX01015,PARTYCRUS,PARTYCRUS,SM,NSE
INE124Y01010,PASHUPATI,PASHUPATI,EQ,NSE
INE818B01023,PASUPTAC,PASUPTAC,EQ,NSE
INE619A01035,PATANJALI,PATANJALI,EQ,NSE
INE244B01030,PATELENG,PATELENG,EQ,NSE
INE529D01014,PATINTLOG,PATINTLOG,EQ,NSE
INE17GV01016,PATILAUTOM,PATILAUTOM,SM,NSE
INE0NZW01014,PATTECH,PATTECH,ST,NSE
INE07S101038,PAVNAIND,PAVNAIND,EQ,NSE
INE417T01026,POLICYBZR,POLICYBZR,BL,NSE
INE785M01021,PCJEWELLER,PCJEWELLER,EQ,NSE
INE602A01031,PCBL,PCBL,EQ,NSE
INE111Q01021,PDSL,PDSL,EQ,NSE
INE940H01022,PGIL,PGIL,EQ,NSE
INE844A01013,PEARLPOLY,PEARLPOLY,EQ,NSE
INE0VG601013,PELATRO,PELATRO,SM,NSE
INE138A01028,PENINLAND,PENINLAND,EQ,NSE
INE932A01024,PENIND,PENIND,EQ,NSE
INE0ORS01017,PENTAGON,PENTAGON,SM,NSE
INE262H01021,PERSISTENT,PERSISTENT,EQ,NSE
INE998U01015,PCCL,PCCL,SM,NSE
INE347G01014,PETRONET,PETRONET,EQ,NSE
INE182A01018,PFIZER,PFIZER,EQ,NSE
INE457L01029,PGEL,PGEL,EQ,NSE
INE0MLZ01019,PHANTOMFX,PHANTOMFX,ST,NSE
INE0FPO01018,PHOGLOBAL,PHOGLOBAL,SM,NSE
INE603J01030,PIIND,PIIND,EQ,NSE
INE546C01010,PICCADIL,PICCADIL,EQ,NSE
INE0YAL01017,PPSL,PPSL,ST,NSE
INE318A01026,PIDILITIND,PIDILITIND,EQ,NSE
INE417C01014,PILANIINVS,PILANIINVS,EQ,NSE
INE156C01018,PIONEEREMB,PIONEEREMB,EQ,NSE
INE140A01024,PEL,PEL,EQ,NSE
INE0DK501011,PPLPHARMA,PPLPHARMA,EQ,NSE
INE450D01021,PITTIENG,PITTIENG,EQ,NSE
INE751B01018,PIXTRANS,PIXTRANS,EQ,NSE
INE083C01022,PLASTIBLEN,PLASTIBLEN,EQ,NSE
INE0PT501018,PLATIND,PLATIND,EQ,NSE
INE0INJ01017,PLAZACABLE,PLAZACABLE,EQ,NSE
INE859A01011,PNBGILTS,PNBGILTS,EQ,NSE
INE572E01012,PNBHOUSING,PNBHOUSING,EQ,NSE
INE195J01029,PNCINFRA,PNCINFRA,EQ,NSE
INE371C01013,PODDARMENT,PODDARMENT,EQ,NSE
INE637C01025,POKARNA,POKARNA,EQ,NSE
INE205C01021,POLYMED,POLYMED,EQ,NSE
INE455K01017,POLYCAB,POLYCAB,EQ,NSE
INE633B01018,POLYPLEX,POLYPLEX,EQ,NSE
INE517M01028,POLYSIL,POLYSIL,ST,NSE
INE063E01053,POCL,POCL,EQ,NSE
INE838E01017,PONNIERODE,PONNIERODE,EQ,NSE
INE511C01022,POONAWALLA,POONAWALLA,EQ,NSE
INE772T01024,PVSL,PVSL,EQ,NSE
INE0S3H01017,POSITRON,POSITRON,SM,NSE
INE134E01011,PFC,PFC,EQ,NSE
INE752E01010,POWERGRID,POWERGRID,EQ,NSE
INE211R01019,POWERMECH,POWERMECH,EQ,NSE
INE0I0M01023,PRABHA,PRABHA,EQ,NSE
INE074A01025,PRAJIND,PRAJIND,EQ,NSE
INE505C01016,PRAENG,PRAENG,EQ,NSE
INE603A01013,PRAKASH,PRAKASH,EQ,NSE
INE050001010,PPL,PPL,EQ,NSE
INE696K01024,PRAKASHSTL,PRAKASHSTL,EQ,NSE
INE0O7A01017,PRAMARA,PRAMARA,ST,NSE
INE393P01035,DIAMONDYD,DIAMONDYD,EQ,NSE
INE0QA601016,PRATHAM,PRATHAM,SM,NSE
INE484I01029,PRECAM,PRECAM,EQ,NSE
INE0HKW01018,PRECISION,PRECISION,ST,NSE
INE372C01037,PRECWIRE,PRECWIRE,EQ,NSE
INE0BS701011,PREMIERENE,PREMIERENE,EQ,NSE
INE863B01029,PREMEXPLN,PREMEXPLN,EQ,NSE
INE309M01020,PREMIERPOL,PREMIERPOL,EQ,NSE
INE0CFG01012,PRLIND,PRLIND,SM,NSE
INE0M1F01011,PREMIUM,PREMIUM,SM,NSE
INE0R1601012,PRESSTONIC,PRESSTONIC,SM,NSE
INE811K01011,PRESTIGE,PRESTIGE,EQ,NSE
INE726V01018,PRICOLLTD,PRICOLLTD,EQ,NSE
INE367G01038,PFOCUS,PFOCUS,BL,NSE
INE032B01021,PRIMESECU,PRIMESECU,EQ,NSE
INE607A01022,PRIMO,PRIMO,EQ,NSE
INE689W01016,PRINCEPIPE,PRINCEPIPE,EQ,NSE
INE010A01011,PRSMJOHNSN,PRSMJOHNSN,EQ,NSE
INE974Z01015,PRITI,PRITI,EQ,NSE
INE583R01029,PRITIKAUTO,PRITIKAUTO,EQ,NSE
INE0MJQ01020,PRITIKA,PRITIKA,SM,NSE
INE392B01011,PNC,PNC,EQ,NSE
INE959A01019,PRIVISCL,PRIVISCL,EQ,NSE
INE0V9N01017,PRIZOR,PRIZOR,ST,NSE
INE0VJT01017,PROFX,PROFX,SM,NSE
INE199A01012,PGHL,PGHL,EQ,NSE
INE994V01012,PROLIFE,PROLIFE,ST,NSE
INE0BX301013,PROSTARM,PROSTARM,EQ,NSE
INE004A01022,PROTEAN,PROTEAN,EQ,NSE
INE195N01013,PROZONER,PROZONER,EQ,NSE
INE00F201020,PRUDENT,PRUDENT,EQ,NSE
INE024D01016,PRUDMOULI,PRUDMOULI,EQ,NSE
INE488V01015,PSPPROJECT,PSPPROJECT,EQ,NSE
INE560K01014,PFS,PFS,EQ,NSE
INE877F01012,PTC,PTC,EQ,NSE
INE596F01018,PTCIL,PTCIL,EQ,NSE
INE034D01049,PTL,PTL,EQ,NSE
INE865T01018,PDMJEPAPER,PDMJEPAPER,EQ,NSE
INE335X01014,PULZ,PULZ,SM,NSE
INE608A01012,PSB,PSB,EQ,NSE
INE277B01014,PUNJABCHEM,PUNJABCHEM,EQ,NSE
INE160A01022,PNB,PNB,EQ,NSE
INE323I01011,PURVA,PURVA,EQ,NSE
