ISIN,Code,SYMBOL,SERIES,EXCH
INE227W01023,CLEAN,CLEAN,EQ,NSE
INE925R01014,CMSINFO,CMSINFO,EQ,NSE
INE522F01014,COALINDIA,COALINDIA,EQ,NSE
INE377E01024,COASTCORP,COASTCORP,EQ,NSE
INE704P01025,COCHINSHIP,COCHINSHIP,EQ,NSE
INE335K01011,COFFEEDAY,COFFEEDAY,EQ,NSE
INE591G01025,COFORGE,COFORGE,EQ,NSE
INE03QK01018,COHANCE,COHANCE,EQ,NSE
INE259A01022,COLPAL,COLPAL,EQ,NSE
INE073V01015,COMSYN,COMSYN,EQ,NSE
INE597Z01014,COMMITTED,COMMITTED,ST,NSE
INE070C01037,COMPINFO,COMPINFO,BZ,NSE
INE453B01029,COMPUSOFT,COMPUSOFT,EQ,NSE
INE596I01012,CAMS,CAMS,EQ,NSE
INE338H01029,CONCORDBIO,CONCORDBIO,EQ,NSE
INE037Z01029,CEWATER,CEWATER,EQ,NSE
INE552D01024,CONFIPET,CONFIPET,EQ,NSE
INE0EAS01014,CONNPLEX,CONNPLEX,SM,NSE
INE429I01024,CCCL,CCCL,EQ,NSE
INE025A01027,CONSOFINVT,CONSOFINVT,EQ,NSE
INE111A01025,CONCOR,CONCOR,EQ,NSE
INE340Z01019,CONTI,CONTI,SM,NSE
INE663B01015,CONTROLPR,CONTROLPR,EQ,NSE
INE0HS001028,COOLCAPS,COOLCAPS,SM,NSE
INE558D01021,CORALFINAC,CORALFINAC,EQ,NSE
INE792I01017,CORDSCABLE,CORDSCABLE,EQ,NSE
INE169A01031,COROMANDEL,COROMANDEL,EQ,NSE
INE757A01017,COSMOFIRST,COSMOFIRST,EQ,NSE
INE652F01027,CCHHL,CCHHL,EQ,NSE
INE695B01025,COUNCODOS,COUNCODOS,EQ,NSE
INE521J01018,CPCAP,CPCAP,EQ,NSE
INF457M01133,CPSEETF,CPSEETF,EQ,NSE
INE00LO01017,CRAFTSMAN,CRAFTSMAN,EQ,NSE
INE0OFK01019,CRAYONS,CRAYONS,SM,NSE
INE0R7401011,CGRAPHICS,CGRAPHICS,SM,NSE
INE985W01018,CREATIVE,CREATIVE,EQ,NSE
INE741K01010,CREDITACC,CREDITACC,EQ,NSE
INE220Q01020,MUFTI,MUFTI,EQ,NSE
INE559D01011,CREST,CREST,EQ,NSE
INE007A01025,CRISIL,CRISIL,EQ,NSE
INE0S4R01014,CRIZAC,CRIZAC,EQ,NSE
INE299U01018,CROMPTON,CROMPTON,EQ,NSE
INE00NH01017,CLSL,CLSL,SM,NSE
INE491V01019,CROWN,CROWN,EQ,NSE
INE679A01013,CSBBANK,CSBBANK,EQ,NSE
INE718F01018,CSLFINANCE,CSLFINANCE,EQ,NSE
INE298A01020,CUMMINSIND,CUMMINSIND,EQ,NSE
INE509F01029,CUPID,CUPID,EQ,NSE
INE1CRQ01014,CURRENT,CURRENT,ST,NSE
INE278G01037,CYBERMEDIA,CYBERMEDIA,EQ,NSE
INE075Z01011,CMRSL,CMRSL,SM,NSE
INE214A01019,CYBERTECH,CYBERTECH,EQ,NSE
INE055S01018,CYIENTDLM,CYIENTDLM,EQ,NSE
INE136B01020,CYIENT,CYIENT,EQ,NSE
INE0GN101014,DKEGL,DKEGL,SM,NSE
INE864X01013,DPWIRES,DPWIRES,EQ,NSE
INE250K01012,DLINKINDIA,DLINKINDIA,EQ,NSE
INE266Y01019,DPABHUSHAN,DPABHUSHAN,EQ,NSE
INE950I01011,DBCORP,DBCORP,EQ,NSE
INE016A01026,DABUR,DABUR,EQ,NSE
INE00R701025,DALBHARAT,DALBHARAT,EQ,NSE
INE495A01022,DALMIASUG,DALMIASUG,EQ,NSE
INE284H01025,DAMCAPITAL,DAMCAPITAL,EQ,NSE
INE497D01022,DAMODARIND,DAMODARIND,EQ,NSE
INE0YU901016,DANISH,DANISH,SM,NSE
INE04Q901010,DCCL,DCCL,SM,NSE
INE0IX101010,DATAPATTNS,DATAPATTNS,EQ,NSE
INE365B01017,DATAMATICS,DATAMATICS,EQ,NSE
INE179G01029,DAVANGERE,DAVANGERE,EQ,NSE
INE921B01025,DBSTOCKBRO,DBSTOCKBRO,EQ,NSE
INE0A1101019,DCI,DCI,EQ,NSE
INE503A01015,DCBBANK,DCBBANK,EQ,NSE
INE0S8401018,DCG,DCG,SM,NSE
INE498A01018,DCM,DCM,EQ,NSE
INE08KP01019,DCMNVL,DCMNVL,EQ,NSE
INE843D01027,DCMSRIND,DCMSRIND,EQ,NSE
INE499A01024,DCMSHRIRAM,DCMSHRIRAM,EQ,NSE
INE500A01029,DCW,DCW,EQ,NSE
INE0KL801015,DCXINDIA,DCXINDIA,EQ,NSE
INE0HR601026,DDEVPLSTIK,DDEVPLSTIK,EQ,NSE
INE0JWV01011,DENEERS,DENEERS,SM,NSE
INE244A01016,DENORA,DENORA,EQ,NSE
INE411Y01011,DIL,DIL,EQ,NSE
INE583C01021,DECCANCE,DECCANCE,EQ,NSE
INE0S7C01019,DECCANTRAN,DECCANTRAN,SM,NSE
INE841L01016,DEEDEV,DEEDEV,EQ,NSE
INE0FHS01024,DEEPINDS,DEEPINDS,EQ,NSE
INE0OPA01019,DBEIL,DBEIL,EQ,NSE
INE501A01019,DEEPAKFERT,DEEPAKFERT,EQ,NSE
INE288B01029,DEEPAKNTR,DEEPAKNTR,EQ,NSE
INE0SK801018,DELAPLEX,DELAPLEX,SM,NSE
INE148O01028,DELHIVERY,DELHIVERY,EQ,NSE
INE0XRN01019,DELTIC,DELTIC,SM,NSE
INE124G01033,DELTACORP,DELTACORP,EQ,NSE
INE947J01015,DEN,DEN,EQ,NSE
INE0R4L01018,DENTA,DENTA,EQ,NSE
INE0IGO01011,DESTINY,DESTINY,ST,NSE
INE060X01034,DEVIT,DEVIT,EQ,NSE
INE872J01023,DEVYANI,DEVYANI,EQ,NSE
INE0I3401014,DBOL,DBOL,EQ,NSE
INE041A01016,DHAMPURSUG,DHAMPURSUG,EQ,NSE
INE274G01010,DHANI,DHANI,EQ,NSE
INE680A01011,DHANBANK,DHANBANK,EQ,NSE
INE0V9V01010,DHANLAXMI,DHANLAXMI,SM,NSE
INE435G01025,DHANUKA,DHANUKA,EQ,NSE
INE704V01015,DRL,DRL,SM,NSE
INE0YRN01017,DHARIWAL,DHARIWAL,SM,NSE
INE320L01011,DHUNINV,DHUNINV,EQ,NSE
INE341R01014,DTIL,DTIL,EQ,NSE
INE477B01010,DVL,DVL,EQ,NSE
INE591D01014,DIAMINESQ,DIAMINESQ,EQ,NSE
INE989C01038,DIACABS,DIACABS,EQ,NSE
INE303A01010,DICIND,DICIND,EQ,NSE
INE184O01015,DIFFNKG,DIFFNKG,EQ,NSE
INE0PSC01024,DIGIDRIVE,DIGIDRIVE,EQ,NSE
INE0QJ901011,DIGIKORE,DIGIKORE,SM,NSE
INE927C01020,DIGISPICE,DIGISPICE,EQ,NSE
INE0U4701011,DIGITIDE,DIGITIDE,EQ,NSE
INE016M01021,DNAMEDIA,DNAMEDIA,EQ,NSE
INE917M01012,DBL,DBL,EQ,NSE
INE836F01026,DISHTV,DISHTV,EQ,NSE
INE753U01022,DIVGIITTS,DIVGIITTS,EQ,NSE
INE361B01024,DIVISLAB,DIVISLAB,EQ,NSE
INE0NA501011,DIVINEHIRA,DIVINEHIRA,SM,NSE
INE0SCO01019,DPEL,DPEL,SM,NSE
INE0QYI01019,DIVYADHAN,DIVYADHAN,ST,NSE
INE935N01020,DIXON,DIXON,EQ,NSE
INE0B1K01014,DJML,DJML,EQ,NSE
INE271C01023,DLF,DLF,EQ,NSE
INE505A01010,DMCC,DMCC,EQ,NSE
INE0OGG01015,DHTL,DHTL,SM,NSE
INE021O01019,DODLA,DODLA,EQ,NSE
INE966A01022,DOLATALGO,DOLATALGO,EQ,NSE
INE325C01035,DOLLAR,DOLLAR,EQ,NSE
INE0JHH01011,DOLLEX,DOLLEX,SM,NSE
INE920A01037,DOLPHIN,DOLPHIN,EQ,NSE
INE321T01012,DOMS,DOMS,EQ,NSE
INE668D01028,DONEAR,DONEAR,EQ,NSE
INE360C01024,DPSCLTD,DPSCLTD,EQ,NSE
INE943P01029,AGARWALEYE,AGARWALEYE,EQ,NSE
INE600L01024,LALPATHLAB,LALPATHLAB,EQ,NSE
INE089A01031,DRREDDY,DRREDDY,EQ,NSE
INE506A01018,DREDGECORP,DREDGECORP,EQ,NSE
INE0P7201019,DRONE,DRONE,SM,NSE
INF740KA1EU7,LIQUIDETF,LIQUIDETF,EQ,NSE
INF740KA1RX3,BANKETFADD,BANKETFADD,EQ,NSE
INF740KA1SW3,GOLDETFADD,GOLDETFADD,EQ,NSE
INF740KA1SX1,ITETFADD,ITETFADD,EQ,NSE
INF740KA1CL0,NIFTY50ADD,NIFTY50ADD,EQ,NSE
INF740KA1QK2,EQUAL50ADD,EQUAL50ADD,EQ,NSE
INF740KA1SY9,PSUBANKADD,PSUBANKADD,EQ,NSE
INF740KA1TA7,PVTBANKADD,PVTBANKADD,EQ,NSE
INF740KA1QL0,MIDQ50ADD,MIDQ50ADD,EQ,NSE
INF740KA1SZ6,SENSEXADD,SENSEXADD,EQ,NSE
INF740KA1RE3,SILVERADD,SILVERADD,EQ,NSE
INF740KA1UF4,HEALTHADD,HEALTHADD,EQ,NSE
INF740KA1UM0,LIQUIDADD,LIQUIDADD,EQ,NSE
INF740KA1VE5,NEXT30ADD,NEXT30ADD,EQ,NSE
INF740KA1UR9,TOP10ADD,TOP10ADD,EQ,NSE
INE0LZO01015,DUCOL,DUCOL,SM,NSE
INE741L01018,DUCON,DUCON,EQ,NSE
INE0HPK01020,DUGLOBAL,DUGLOBAL,SM,NSE
INE0OUW01013,DURLAX,DURLAX,SM,NSE
INE366A01041,DWARKESH,DWARKESH,EQ,NSE
INE417B01040,DSSL,DSSL,EQ,NSE
INE221B01012,DYNAMATECH,DYNAMATECH,EQ,NSE
INE600Y01019,DYCL,DYCL,EQ,NSE
INE0DZ701010,DYNAMIC,DYNAMIC,SM,NSE
INE256H01015,DYNPRO,DYNPRO,EQ,NSE
INE0KFF01017,EFACTOR,EFACTOR,ST,NSE
INE255Z01019,E2E,E2E,BL,NSE
INE07O001026,EASEMYTRIP,EASEMYTRIP,EQ,NSE
INE738I01010,ECLERX,ECLERX,EQ,NSE
INE06HJ01020,ECOSMOBLTY,ECOSMOBLTY,EQ,NSE
INF754K01OB1,BBETF0432,BBETF0432,EQ,NSE
INF754K01TE4,EBANKNIFTY,EBANKNIFTY,EQ,NSE
INF754K01KO2,EBBETF0430,EBBETF0430,EQ,NSE
INF754K01LE1,EBBETF0431,EBBETF0431,EQ,NSE
INF754K01QX0,EBBETF0433,EBBETF0433,EQ,NSE
INF754K01TX4,ECAPINSURE,ECAPINSURE,EQ,NSE
INF754K01SE6,EGOLD,EGOLD,EQ,NSE
INF754K01TF1,EMULTIMQ,EMULTIMQ,EQ,NSE
INF754K01SF3,ESILVER,ESILVER,EQ,NSE
INE532F01054,EDELWEISS,EDELWEISS,EQ,NSE
INE886D01026,EFCIL,EFCIL,EQ,NSE
INE0U9101019,EFFWA,EFFWA,ST,NSE
INE066A01021,EICHERMOT,EICHERMOT,EQ,NSE
INE126A01031,EIDPARRY,EIDPARRY,EQ,NSE
INE276C01014,EIHAHOTELS,EIHAHOTELS,EQ,NSE
INE230A01023,EIHOTEL,EIHOTEL,EQ,NSE
INE158B01016,EIMCOELECO,EIMCOELECO,EQ,NSE
INE668G01021,ELDEHSG,ELDEHSG,EQ,NSE
INE205B01031,ELECON,ELECON,EQ,NSE
INE0Q1W01012,EFORCE,EFORCE,SM,NSE
INE02YR01019,EMIL,EMIL,EQ,NSE
INE086A01029,ELECTCAST,ELECTCAST,EQ,NSE
INE822G01016,ELECTHERM,ELECTHERM,EQ,NSE
INE0R9101015,ELGNZ,ELGNZ,SM,NSE
INE285A01027,ELGIEQUIP,ELGIEQUIP,EQ,NSE
INE050401020,ELIN,ELIN,EQ,NSE
INE236E01022,ELLEN,ELLEN,EQ,NSE
INE0ZOL01023,EMAPARTNER,EMAPARTNER,SM,NSE
INE548C01032,EMAMILTD,EMAMILTD,EQ,NSE
INE830C01026,EMAMIPAP,EMAMIPAP,EQ,NSE
INE778K01012,EMAMIREAL,EMAMIREAL,EQ,NSE
INE069I01010,EMBDL,EMBDL,EQ,NSE
INE041025011,EMBASSY,EMBASSY,RR,NSE
INE168P01015,EMCURE,EMCURE,EQ,NSE
INE0RHD01013,ETML,ETML,SM,NSE
INE296H01011,EMKAY,EMKAY,EQ,NSE
INE332S01011,EMKAYTOOLS,EMKAYTOOLS,ST,NSE
INE0PXC01024,ETL,ETL,SM,NSE
INE753K01015,EMMBI,EMMBI,EQ,NSE
INE0OV601013,EMSLIMITED,EMSLIMITED,EQ,NSE
INE01QM01018,EMUDHRA,EMUDHRA,EQ,NSE
INE913H01037,ENDURANCE,ENDURANCE,EQ,NSE
INE0S1L01013,EMMIL,EMMIL,SM,NSE
INE0S3X01014,ENFUSE,ENFUSE,SM,NSE
INE510A01028,ENGINERSIN,ENGINERSIN,EQ,NSE
INE0R9I01021,ENSER,ENSER,ST,NSE
INE010601016,ENTERO,ENTERO,EQ,NSE
INE265F01028,ENIL,ENIL,EQ,NSE
INE0LLY01014,EIEL,EIEL,EQ,NSE
INE0SUH01015,ENVIRO,ENVIRO,SM,NSE
INE0G5901015,EPACK,EPACK,EQ,NSE
INE071N01016,EPIGRAL,EPIGRAL,EQ,NSE
INE255A01020,EPL,EPL,EQ,NSE
INE11HF01010,EEPL,EEPL,SM,NSE
INE063P01018,EQUITASBNK,EQUITASBNK,EQ,NSE
INE406M01024,ERIS,ERIS,EQ,NSE
INE284A01012,ESABINDIA,ESABINDIA,EQ,NSE
INE818W01011,ESAFSFB,ESAFSFB,EQ,NSE
INE0RQZ01017,ESCONET,ESCONET,ST,NSE
INE042A01014,ESCORTS,ESCORTS,EQ,NSE
INE0SBP01018,ESPRIT,ESPRIT,SM,NSE
INE122M01019,ESSARSHPNG,ESSARSHPNG,EQ,NSE
INE0ITO01014,ESFL,ESFL,SM,NSE
INE778B01029,ESTER,ESTER,EQ,NSE
INE758T01015,ETERNAL,ETERNAL,BL,NSE
INE04TZ01018,ETHOSLTD,ETHOSLTD,EQ,NSE
INE0KCE01017,EUREKAFORB,EUREKAFORB,EQ,NSE
INE505V01016,EUROBOND,EUROBOND,EQ,NSE
INE022C01012,EUROTEXIND,EUROTEXIND,EQ,NSE
INE128A01029,EVEREADY,EVEREADY,EQ,NSE
INE295A01018,EVERESTIND,EVERESTIND,EQ,NSE
INE184H01027,EKC,EKC,EQ,NSE
INE369A01029,EXCELINDUS,EXCELINDUS,EQ,NSE
INE777F01014,EXICOM,EXICOM,EQ,NSE
INE302A01020,EXIDEIND,EXIDEIND,EQ,NSE
INE201K01015,EXPLEOSOL,EXPLEOSOL,EQ,NSE
INE188A01015,FACT,FACT,EQ,NSE
INE0DNW01011,FAIRCHEMOR,FAIRCHEMOR,EQ,NSE
INE0PQK01013,FALCONTECH,FALCONTECH,ST,NSE
INE963C01033,FAZE3Q,FAZE3Q,EQ,NSE
INE512B01022,FCSSOFT,FCSSOFT,EQ,NSE
INE258B01022,FDC,FDC,EQ,NSE
INE007N01010,FEDFINA,FEDFINA,EQ,NSE
INE171A01029,FEDERALBNK,FEDERALBNK,EQ,NSE
INE529A01010,FMGOETZE,FMGOETZE,EQ,NSE
INE901X01013,FELIX,FELIX,SM,NSE
INE296C01020,FIBERWEB,FIBERWEB,EQ,NSE
INE737H01014,FIEMIND,FIEMIND,EQ,NSE
INE185E01021,FILATFASH,FILATFASH,EQ,NSE
INE816B01035,FILATEX,FILATEX,EQ,NSE
INE686Y01026,FINEORG,FINEORG,EQ,NSE
INE045J01026,FCL,FCL,EQ,NSE
INE02NC01014,FINOPB,FINOPB,EQ,NSE
INE235A01022,FINCABLES,FINCABLES,EQ,NSE
INE183A01024,FINPIPE,FINPIPE,EQ,NSE
INE684F01012,FSL,FSL,EQ,NSE
INE771F01025,FISCHER,FISCHER,EQ,NSE
INE128S01021,FIVESTAR,FIVESTAR,EQ,NSE
INE00Y201027,FLAIR,FLAIR,EQ,NSE
INE060J01017,FLEXITUFF,FLEXITUFF,EQ,NSE
INE0VCK01011,FLYSBS,FLYSBS,SM,NSE
INE0Q4701019,FONEBOX,FONEBOX,SM,NSE
INE0U2501017,FORCAS,FORCAS,ST,NSE
INE451A01017,FORCEMOT,FORCEMOT,EQ,NSE
INE0YKW01013,FORGEAUTO,FORGEAUTO,ST,NSE
INE061F01013,FORTIS,FORTIS,EQ,NSE
INE519A01011,FOSECOIND,FOSECOIND,EQ,NSE
INE0SFW01015,FRESHARA,FRESHARA,SM,NSE
INE385O01018,FROG,FROG,SM,NSE
INE388Y01029,NYKAA,NYKAA,EQ,NSE
INE139R01012,FUSION,FUSION,EQ,NSE
INE452O01016,FLFL,FLFL,BZ,NSE
INE623B01027,FEL,FEL,BZ,NSE
IN9623B01058,FELDVR,FELDVR,BZ,NSE
INE360L01017,FMNL,FMNL,EQ,NSE
INE935Q01015,FSC,FSC,BZ,NSE
INE075D01018,GMBREW,GMBREW,EQ,NSE
INE201P01022,GRINFRA,GRINFRA,EQ,NSE
INE524A01029,GABRIEL,GABRIEL,EQ,NSE
INE129A01019,GAIL,GAIL,EQ,NSE
INE0RE001014,GALAPREC,GALAPREC,EQ,NSE
INE600K01018,GALAXYSURF,GALAXYSURF,EQ,NSE
INE297H01019,GALLANTT,GALLANTT,EQ,NSE
INE717W01049,GANDHAR,GANDHAR,EQ,NSE
INE524B01027,GANDHITUBE,GANDHITUBE,EQ,NSE
INE388A01029,GANESHBE,GANESHBE,EQ,NSE
INE0R8C01018,GGBL,GGBL,SM,NSE
INE460C01014,GANESHHOUC,GANESHHOUC,EQ,NSE
INE0TVT01024,GANESHIN,GANESHIN,SM,NSE
INE845D01014,GANECOS,GANECOS,EQ,NSE
INE0ZI101018,GANGABATH,GANGABATH,ST,NSE
INE691Z01023,GANGAFORGE,GANGAFORGE,EQ,NSE
INE335W01016,GANGESSECU,GANGESSECU,EQ,NSE
INE382Z01011,GRSE,GRSE,EQ,NSE
INE0JVO01026,GARUDA,GARUDA,EQ,NSE
INE291A01017,GRWRHITECH,GRWRHITECH,EQ,NSE
INE276A01018,GARFIBRES,GARFIBRES,EQ,NSE
INE079J01017,GATEWAY,GATEWAY,EQ,NSE
INE336H01023,GAYAPROJ,GAYAPROJ,BZ,NSE
INE0LVM01018,GRCL,GRCL,SM,NSE
INE878A01011,GVPIL,GVPIL,EQ,NSE
INE200A01026,GVT&D,GVT&D,EQ,NSE
INE916G01016,GEECEE,GEECEE,EQ,NSE
INE669X01024,GEEKAYWIRE,GEEKAYWIRE,EQ,NSE
INE06XZ01023,GEMAROMA,GEMAROMA,EQ,NSE
INE481Y01014,GICRE,GICRE,EQ,NSE
INE727B01026,GENESYS,GENESYS,EQ,NSE
INE949P01018,GENUSPAPER,GENUSPAPER,EQ,NSE
INE955D01029,GENUSPOWER,GENUSPOWER,EQ,NSE
INE007B01023,GEOJITFSL,GEOJITFSL,EQ,NSE
INE538A01037,GFLLIMITED,GFLLIMITED,EQ,NSE
INE539A01019,GHCL,GHCL,EQ,NSE
INE0PA801013,GHCLTEXTIL,GHCLTEXTIL,EQ,NSE
INE289B01019,GICHSGFIN,GICHSGFIN,EQ,NSE
INE047B01011,GILLANDERS,GILLANDERS,EQ,NSE
INE322A01010,GILLETTE,GILLETTE,EQ,NSE
INE614Z01017,GIRIRAJ,GIRIRAJ,ST,NSE
INE528A01020,GKWLIMITED,GKWLIMITED,EQ,NSE
INE068V01023,GLAND,GLAND,EQ,NSE
INE159A01016,GLAXO,GLAXO,EQ,NSE
INE935A01035,GLENMARK,GLENMARK,EQ,NSE
INE474Q01031,MEDANTA,MEDANTA,EQ,NSE
INE0PS501019,GLOBALPET,GLOBALPET,SM,NSE
INE0JSX01015,GSLSU,GSLSU,EQ,NSE
INE792H01019,GLOBALVECT,GLOBALVECT,EQ,NSE
INE0URU01010,GLOBALE,GLOBALE,EQ,NSE
INE0V3U01015,GLOBECIVIL,GLOBECIVIL,EQ,NSE
INE947T01014,GICL,GICL,SM,NSE
INE581X01021,GLOBE,GLOBE,EQ,NSE
INE00WS01056,GSTL,GSTL,SM,NSE
INE615I01010,GLOBUSSPR,GLOBUSSPR,EQ,NSE
INE350Z01018,GLOSTERLTD,GLOSTERLTD,EQ,NSE
INE541A01023,GMMPFAUDLR,GMMPFAUDLR,EQ,NSE
INE776C01039,GMRAIRPORT,GMRAIRPORT,EQ,NSE
INE0CU601026,GMRP&UI,GMRP&UI,EQ,NSE
INE934S01014,GNA,GNA,EQ,NSE
INE18JU01028,EBGNG,EBGNG,EQ,NSE
INE03JT01014,GODIGIT,GODIGIT,BL,NSE
INE0BJS01011,GOCOLORS,GOCOLORS,EQ,NSE
INE426D01013,GOACARBON,GOACARBON,EQ,NSE
INE077F01035,GOCLCORP,GOCLCORP,EQ,NSE
INE177H01039,GPIL,GPIL,EQ,NSE
INE260B01028,GODFRYPHLP,GODFRYPHLP,EQ,NSE
INE850D01014,GODREJAGRO,GODREJAGRO,EQ,NSE
INE102D01028,GODREJCP,GODREJCP,EQ,NSE
INE233A01035,GODREJIND,GODREJIND,EQ,NSE
INE484J01027,GODREJPROP,GODREJPROP,BL,NSE
INE516K01024,GOENKA,GOENKA,BZ,NSE
INE887G01027,GOKEX,GOKEX,EQ,NSE
INE314T01025,GOKULAGRO,GOKULAGRO,EQ,NSE
INE020J01029,GOKUL,GOKUL,EQ,NSE
INE973A01010,GOLDENTOBC,GOLDENTOBC,BZ,NSE
INE025B01025,GOLDIAM,GOLDIAM,EQ,NSE
INE06MH01016,GOLDKART,GOLDKART,ST,NSE
INE405Y01021,GOLDSTAR,GOLDSTAR,SM,NSE
INE127I01024,GOODLUCK,GOODLUCK,EQ,NSE
INE0L9R01028,GOPAL,GOPAL,EQ,NSE
INE705X01026,GOYALALUM,GOYALALUM,EQ,NSE
INE0QFE01017,GOYALSALT,GOYALSALT,SM,NSE
INE0S7E01015,GPECO,GPECO,ST,NSE
INE586G01017,GULFPETRO,GULFPETRO,EQ,NSE
INE486R01017,GPTHEALTH,GPTHEALTH,EQ,NSE
INE390G01014,GPTINFRA,GPTINFRA,EQ,NSE
INE12E301017,GCHOTELS,GCHOTELS,SM,NSE
INE101D01020,GRANULES,GRANULES,EQ,NSE
INE371A01025,GRAPHITE,GRAPHITE,EQ,NSE
INE047A01021,GRASIM,GRASIM,EQ,NSE
INE024L01027,GRAVITA,GRAVITA,EQ,NSE
INE224A01026,GREAVESCOT,GREAVESCOT,EQ,NSE
INE0O7P01015,GREENCHEF,GREENCHEF,SM,NSE
INE544R01021,GREENLAM,GREENLAM,EQ,NSE
INE08ZM01014,GREENPANEL,GREENPANEL,EQ,NSE
INE461C01038,GREENPLY,GREENPLY,EQ,NSE
INE199P01028,GCSL,GCSL,EQ,NSE
INE0PC901019,BIRDYS,BIRDYS,ST,NSE
INE536A01023,GRINDWELL,GRINDWELL,EQ,NSE
INE192H01020,GRMOVER,GRMOVER,EQ,NSE
INF666M01IO8,GROWWDEFNC,GROWWDEFNC,EQ,NSE
INF666M01IH2,GROWWEV,GROWWEV,EQ,NSE
INF666M01IW1,GROWWGOLD,GROWWGOLD,EQ,NSE
INF666M01IP5,GROWWLIQID,GROWWLIQID,EQ,NSE
INF666M01LB9,GROWWLOVOL,GROWWLOVOL,EQ,NSE
INF666M01KJ4,GROWWMOM50,GROWWMOM50,EQ,NSE
INF666M01JV1,GROWWN200,GROWWN200,EQ,NSE
INF666M01LI4,GROWWNET,GROWWNET,EQ,NSE
INF666M01LL8,GROWWNIFTY,GROWWNIFTY,EQ,NSE
INF666M01LZ8,GROWWNXT50,GROWWNXT50,EQ,NSE
INF666M01LM6,GROWWPOWER,GROWWPOWER,EQ,NSE
INF666M01JJ6,GROWWRAIL,GROWWRAIL,EQ,NSE
INF666M01LA1,GROWWSLVR,GROWWSLVR,EQ,NSE
INE137I01015,GRPLTD,GRPLTD,EQ,NSE
INE0SQY01018,GSMFOILS,GSMFOILS,ST,NSE
INE871H01011,GSS,GSS,EQ,NSE
INE221H01019,GTLINFRA,GTLINFRA,EQ,NSE
INE043A01012,GTL,GTL,EQ,NSE
INE869I01013,GTPL,GTPL,EQ,NSE
INE742B01025,GUFICBIO,GUFICBIO,EQ,NSE
INE162A01010,GIPCL,GIPCL,EQ,NSE
INE113A01013,GNFC,GNFC,EQ,NSE
INE026A01025,GSFC,GSFC,EQ,NSE
INE186A01019,GUJALKALI,GUJALKALI,EQ,NSE
INE036B01030,GAEL,GAEL,EQ,NSE
INE09N301011,FLUOROCHEM,FLUOROCHEM,EQ,NSE
INE844O01030,GUJGASLTD,GUJGASLTD,EQ,NSE
INE131A01031,GMDCLTD,GMDCLTD,EQ,NSE
INE517F01014,GPPL,GPPL,EQ,NSE
INE610B01024,GUJRAFFIA,GUJRAFFIA,EQ,NSE
INE246F01010,GSPL,GSPL,EQ,NSE
INE942C01045,GUJTHEM,GUJTHEM,EQ,NSE
INE635Q01029,GULFOILLUB,GULFOILLUB,EQ,NSE
INE255D01024,GULPOLY,GULPOLY,EQ,NSE
INE382T01030,GVPTECH,GVPTECH,EQ,NSE
INE926X01010,HGINFRA,HGINFRA,EQ,NSE
INE419U01012,HAPPSTMNDS,HAPPSTMNDS,EQ,NSE
INE330T01021,HAPPYFORGE,HAPPYFORGE,EQ,NSE
INE0TLP01015,WHITEFORCE,WHITEFORCE,SM,NSE
INE626Z01029,HARDWYN,HARDWYN,EQ,NSE
INE00EV01017,HARIOMPIPE,HARIOMPIPE,EQ,NSE
INE544A01019,HARRMALAYA,HARRMALAYA,EQ,NSE
INE0JUS01029,HARSHA,HARSHA,EQ,NSE
INE982F01036,HATHWAY,HATHWAY,EQ,NSE
INE473B01035,HATSUN,HATSUN,EQ,NSE
INE176B01034,HAVELLS,HAVELLS,EQ,NSE
INE292B01021,HBLENGINE,HBLENGINE,EQ,NSE
INE860A01027,HCLTECH,HCLTECH,EQ,NSE
INE756I01012,HDBFS,HDBFS,EQ,NSE
INE127D01025,HDFCAMC,HDFCAMC,EQ,NSE
INE040A01034,HDFCBANK,HDFCBANK,EQ,NSE
INF179KC1981,HDFCGOLD,HDFCGOLD,EQ,NSE
INE795G01014,HDFCLIFE,HDFCLIFE,EQ,NSE
INF179KC1EZ4,HDFCBSE500,HDFCBSE500,EQ,NSE
INF179KC1DJ0,HDFCGROWTH,HDFCGROWTH,EQ,NSE
INF179KC1JG3,HDFCLIQUID,HDFCLIQUID,EQ,NSE
INF179KC1HU8,HDFCLOWVOL,HDFCLOWVOL,EQ,NSE
INF179KC1HT0,HDFCMID150,HDFCMID150,EQ,NSE
INF179KC1HV6,HDFCMOMENT,HDFCMOMENT,EQ,NSE
INF179KC1HS2,HDFCNEXT50,HDFCNEXT50,EQ,NSE
INF179KC1HR4,HDFCNIF100,HDFCNIF100,EQ,NSE
INF179KC1HY0,HDFCNIFBAN,HDFCNIFBAN,EQ,NSE
INF179KC1IA8,HDFCNIFIT,HDFCNIFIT,EQ,NSE
INF179KC1965,HDFCNIFTY,HDFCNIFTY,EQ,NSE
INF179KC1HZ7,HDFCPVTBAN,HDFCPVTBAN,EQ,NSE
INF179KC1DL6,HDFCQUAL,HDFCQUAL,EQ,NSE
INF179KC1HX2,HDFCSENSEX,HDFCSENSEX,EQ,NSE
INF179KC1DI2,HDFCSILVER,HDFCSILVER,EQ,NSE
INF179KC1FB2,HDFCSML250,HDFCSML250,EQ,NSE
INF179KC1DK8,HDFCVALUE,HDFCVALUE,EQ,NSE
INF179KC1HW4,HDFCPSUBK,HDFCPSUBK,EQ,NSE
