ISIN,Code,SYMBOL,SERIES,EXCH,SYMBOL2,,Symbol3
INE998D01011,501311,JAYABHARAT CREDIT LTD.,X,BSE,JAYBHCR,,JAYBHCR.BO
INE286N01028,501314,PRISMX GLOBAL VENTURES LIMITED,X,BSE,PRISMX,,PRISMX.BO
INE154M01012,501351,RAPID INVESTMENTS LTD.,XT,BSE,RAPIDIN,,RAPIDIN.BO
INE695D01021,501370,WALCHAND PEOPLEFIRST LTD.,X,BSE,WALCHPF,,WALCHPF.BO
INE855A01019,501391,W.H.BRADY & CO.LTD.,X,BSE,WHBRADY,,WHBRADY.BO
INE314H01012,501421,TechNVision Ventures Limited,X,BSE,TECHNVISN,,TECHNVISN.BO
INE691K01017,501430,BOMBAY CYCLE & MOTOR AGENCY LT,X,BSE,BOMBCYC,,BOMBCYC.BO
INE003F01015,501477,MULLER & PHIPPS (INDIA) LTD.,X,BSE,MULLER,,MULLER.BO
INE492N01022,501622,AMALGAMATED ELECTRICITY CO.LTD,XT,BSE,AMALGAM,,AMALGAM.BO
INE131H01028,501700,INDIANIVESH LTD.,X,BSE,INDIANVSH,,INDIANVSH.BO
INE490A01015,501833,CHOWGULE STEAMSHIPS LTD.,X,BSE,CHOWGULSTM,,CHOWGULSTM.BO
INE446C01013,501848,GLOBAL OFFSHORE SERVICES LTD.,X,BSE,GLOBOFFS,,GLOBOFFS.BO
INE758D01027,501945,DHENU BUILDCON INFRA LTD.,Z,BSE,DHENUBUILD,,DHENUBUILD.BO
INE443A01030,502015,ASI INDUSTRIES LIMITED,X,BSE,ASIIL,,ASIIL.BO
INE07BK01011,502133,HEMADRI CEMENTS LTD.,X,BSE,HEMACEM,,HEMACEM.BO
INE347D01011,502250,LERTHAI FINANCE LIMITED,XT,BSE,LERTHAI,,LERTHAI.BO
INE858D01017,502271,RAASI REFRACTORIES LTD.,XT,BSE,RASSIREF,,RASSIREF.BO
INE094C01011,502281,TRIVENI GLASS LTD.,X,BSE,TRIVENIGQ,,TRIVENIGQ.BO
INE416N01013,502294,NILACHAL REFRACTORIES LTD.,X,BSE,NILACHAL,,NILACHAL.BO
INE906D01014,502445,CITADEL REALTY AND DEVELOPERS,XT,BSE,CITADEL,,CITADEL.BO
INE927A01040,502448,ROLLATAINERS LTD.,T,BSE,ROLLT,,ROLLT.BO
INE777A01023,502587,NATH INDUSTRIES LIMITED,X,BSE,NATHIND,,NATHIND.BO
INE518A01013,502865,FORBES & COMPANY LTD.,X,BSE,FORBESCO,,FORBESCO.BO
INE950C01014,502873,H.P.COTTON TEXTILE MILLS LTD.,X,BSE,HPCOTTON,,HPCOTTON.BO
INE706D01018,502893,UNITED INTERACTIVE LTD.,X,BSE,UNITEDINT,,UNITEDINT.BO
INE462D01034,502901,JAMSHRI REALTY LIMITED,XT,BSE,JAMSHRI,,JAMSHRI.BO
INE498G01015,502933,KATARE SPINNING MILLS LTD.,X,BSE,KATRSPG,,KATRSPG.BO
INE087A01019,502937,KESORAM INDUSTRIES LTD.,T,BSE,KESORAMIND,,KESORAMIND.BO
INE938C01019,502958,LAKSHMI MILLS COMPANY LTD.,XT,BSE,LAKSHMIMIL,,LAKSHMIMIL.BO
INE909B01020,503092,PASUPATI SPG.& WVG.MILLS LTD.,X,BSE,PASUSPG,,PASUSPG.BO
INE491N01016,503127,RAJA BAHADUR INTERNATIONAL LTD,X,BSE,RAJABAH,,RAJABAH.BO
INE167H01014,503229,SIMPLEX REALTY LTD.,X,BSE,SIMPLXREA,,SIMPLXREA.BO
INE203D01016,503349,VICTORIA MILLS LTD.,X,BSE,VICTMILL,,VICTMILL.BO
INE406N01014,503624,SVARAJ TRADING & AGENCIES LTD.,X,BSE,ZSVARAJT,,ZSVARAJT.BO
INE945J01027,503641,ZODIAC VENTURES LIMITED,X,BSE,ZODIACVEN,,ZODIACVEN.BO
INE255E01030,503657,VEER ENERGY & INFRASTRUCTURE L,X,BSE,VEERENRGY,,VEERENRGY.BO
INE026L01022,503663,Tilak Ventures Limited,X,BSE,TILAK,,TILAK.BO
INE786K01023,503675,WAGEND INFRA VENTURE LIMITED,X,BSE,WAGEND,,WAGEND.BO
INE927X01018,503681,ELCID INVESTMENTS LTD.,B,BSE,ELCIDIN,,ELCIDIN.BO
INE828I01019,503685,MEDIAONE GLOBAL ENTERTAINMENT,X,BSE,MEDIAONE,,MEDIAONE.BO
INE170C01019,503776,MODIPON LTD.,X,BSE,MODIPON,,MODIPON.BO
INE204C01024,503804,SHRI DINESH MILLS LTD.,X,BSE,SHRIDINE,,SHRIDINE.BO
INE243N01029,503816,SWADESHI POLYTEX LTD.,XT,BSE,SWADPOL,,SWADPOL.BO
INE796C01011,503837,SHREE RAJASTHAN SYNTEX LTD.,XT,BSE,SHRAJSYNQ,,SHRAJSYNQ.BO
INE579B01039,504000,ELPRO INTERNATIONAL LTD.,B,BSE,ELPROINTL,,ELPROINTL.BO
INE064H01021,504028,GEE LTD.,X,BSE,GEE,,GEE.BO
INE511D01012,504076,JYOTI LTD.,XT,BSE,JYOTI,,JYOTI.BO
INE581L01018,504080,JSL INDUSTRIES LTD.,X,BSE,JSLINDL,,JSLINDL.BO
INE813G01023,504084,KAYCEE INDUSTRIES LTD.,X,BSE,KAYCEEI,,KAYCEEI.BO
INE716F01012,504092,INDOKEM LTD.,XT,BSE,INDOKEM,,INDOKEM.BO
INE795A01017,504093,PANASONIC ENERGY INDIA COMPANY,X,BSE,PANAENERG,,PANAENERG.BO
INE418E01018,504132,PERMANENT MAGNETS LTD.,X,BSE,PERMAGN,,PERMAGN.BO
INE783E01023,504176,HIGH ENERGY BATTERIES (INDIA),XT,BSE,HIGHENE,,HIGHENE.BO
INE502C01039,504180,STANDARD BATTERIES LTD.,X,BSE,STDBAT,,STDBAT.BO
INE872E01016,504240,DELTON CABLES LTD.,X,BSE,DLTNCBL,,DLTNCBL.BO
INE284C01018,504258,LAKSHMI ELECTRICAL CONTROL SYS,XT,BSE,LAKSELEC,,LAKSELEC.BO
INE064R01012,504273,MODULEX CONSTRUCTION TECHNOLOG,Z,BSE,MODULEX,,MODULEX.BO
INE393A01011,504286,DELTA MANUFACTURING LIMITED,T,BSE,DELTAMAGNT,,DELTAMAGNT.BO
INE180M01033,504340,Longspur International Venture,X,BSE,LONGSPUR,,LONGSPUR.BO
INE206N01018,504341,RAVINDRA ENERGY LIMITED,T,BSE,RELTD,,RELTD.BO
INE713N01013,504346,RRP SEMICONDUCTOR LIMITED,XT,BSE,RRP,,RRP.BO
INE507F01023,504351,EMPOWER INDIA LTD.,X,BSE,EMPOWER,,EMPOWER.BO
INE017P01014,504356,MULTIPURPOSE TRADING & AGENCIE,X,BSE,ZMULTIPU,,ZMULTIPU.BO
INE927M01029,504369,GRANDMA TRADING & AGENCIES LTD,X,BSE,GRANDMA,,GRANDMA.BO
INE812K01027,504378,NYSSA CORPORATION LIMITED,X,BSE,NYSSACORP,,NYSSACORP.BO
INE952M01019,504380,FLOMIC GLOBAL LOGISTICS LIMITE,X,BSE,FLOMIC,,FLOMIC.BO
INE537L01010,504392,KRISHNA VENTURES LIMITED,XT,BSE,KRISHNA,,KRISHNA.BO
INE932M01011,504397,GANESH HOLDINGS LTD.,XT,BSE,GANHOLD,,GANHOLD.BO
INE312B01027,504398,SJ CORPORATION LTD.,XT,BSE,SJCORP,,SJCORP.BO
INE361D01012,504605,UNI ABEX ALLOY PRODUCTS LTD.,XT,BSE,UNIABEXAL,,UNIABEXAL.BO
INE106G01014,504646,BHAGWATI AUTOCAST LTD.,X,BSE,BGWTATO,,BGWTATO.BO
INE089T01023,504648,BOMBAY WIRE ROPES LTD.,X,BSE,BOMBWIR,,BOMBWIR.BO
INE566M01017,504731,AZAD INDIA MOBILITY LIMITED,X,BSE,AZADIND,,AZADIND.BO
INE359D01024,504746,INDIAN LINK CHAIN MANUFACTURES,XT,BSE,INLCM,,INLCM.BO
INE155E01016,504786,INVESTMENT & PRECISION CASTING,XT,BSE,INVPRECQ,,INVPRECQ.BO
INE123E01014,504810,INFORMED TECHNOLOGIES INDIA LT,X,BSE,INFORTEC,,INFORTEC.BO
INE375D01012,504840,KAIRA CAN CO.LTD.,X,BSE,KAIRA,,KAIRA.BO
INE166R01015,504882,NATIONAL STANDARD (INDIA) LTD.,B,BSE,NATIONSTD,,NATIONSTD.BO
INE336C01016,504903,RATHI STEEL & POWER LTD.,X,BSE,RATHIST,,RATHIST.BO
INE340F01011,504908,Duncan Engineering Limited,X,BSE,DUNCANENG,,DUNCANENG.BO
INE755D01015,504959,STOVEC INDUSTRIES LTD.,X,BSE,STOVACQ,,STOVACQ.BO
INE380G01015,504988,WELCAST STEELS LTD.,X,BSE,ZWELCAST,,ZWELCAST.BO
INE446A01025,505029,ATLAS CYCLES (HARYANA) LTD.,T,BSE,ATLASCYCLE,,ATLASCYCLE.BO
INE451C01013,505036,AUTOMOBILE CORPORATION OF GOA,B,BSE,ACGL,,ACGL.BO
INE116C01012,505163,Z.F.STEERING GEAR (INDIA) LTD.,B,BSE,ZFSTEERING,,ZFSTEERING.BO
INE806C01018,505196,TIL LTD.,T,BSE,TIL,,TIL.BO
INE280F01019,505212,JAINEX AAMCOL LTD.,X,BSE,JAINEX,,JAINEX.BO
INE782D01027,505216,ALFRED HERBERT (INDIA) LTD.,XT,BSE,ALFREDHE,,ALFREDHE.BO
INE232E01013,505232,VELJAN DENISON LIMITED,X,BSE,VELJAN,,VELJAN.BO
INE631D01026,505250,G. G. Dandekar Properties Limi,X,BSE,GGDPROP,,GGDPROP.BO
INE637D01015,505285,TULIVE DEVELOPERS LIMITED,XT,BSE,TULIVE,,TULIVE.BO
INE731D01024,505299,KPT INDUSTRIES LIMITED,XT,BSE,KPT,,KPT.BO
INE718M01022,505302,LAKSHMI ENGINEERING AND WAREHO,X,BSE,LAKSHMIEW,,LAKSHMIEW.BO
INE867A01022,505324,MANUGRAPH INDIA LTD.,T,BSE,MANUGRAPH,,MANUGRAPH.BO
INE098E01026,505336,HARSHIL AGROTECH LIMITED,X,BSE,HARSHILAGR,,HARSHILAGR.BO
INE811D01024,505343,MONOTYPE INDIA LTD.,X,BSE,MONOT,,MONOT.BO
INE984B01023,505358,INTEGRA ENGINEERING INDIA LTD.,X,BSE,INTEGRAEN,,INTEGRAEN.BO
INE617A01013,505368,Semac Construction Limited,T,BSE,SEMAC,,SEMAC.BO
INE953M01033,505502,PS IT INFRASTRUCTURE & SERVICE,X,BSE,PSITINFRA,,PSITINFRA.BO
INE809Q01012,505504,GHV INFRA PROJECTS LIMITED,XT,BSE,GHVINFRA,,GHVINFRA.BO
INE203N01015,505515,SHYAMKAMAL INVESTMENTS LTD.,X,BSE,SHYMINV,,SHYMINV.BO
INE721U01011,505520,HEM HOLDINGS & TRADING LTD.,XT,BSE,ZHEMHOLD,,ZHEMHOLD.BO
INE272E01027,505523,MAHARASHTRA CORPORATION LTD.,X,BSE,MAHACORP,,MAHACORP.BO
INE178E01026,505650,SKYLINE MILLARS LTD.,XT,BSE,SKYLMILAR,,SKYLMILAR.BO
INE469A01019,505681,BIMETAL BEARINGS LTD.,X,BSE,BIMETAL,,BIMETAL.BO
INE856A01017,505690,BRADY & MORRIS ENGINEERING CO.,XT,BSE,BRADYM,,BRADYM.BO
INE501N01020,505693,La Tim Metal & Industries Limi,X,BSE,LATIMMETAL,,LATIMMETAL.BO
INE498D01012,505703,DECCAN BEARINGS LTD.,XT,BSE,DECANBRG,,DECANBRG.BO
INE266D01021,505710,GRAUER & WEIL (INDIA) LTD.,B,BSE,GRAUWEIL,,GRAUWEIL.BO
INE705G01021,505712,HIM TEKNOFORGE LIMITED,X,BSE,HIMTEK,,HIMTEK.BO
INE688E01024,505720,HERCULES HOISTS LTD.,T,BSE,HERCULES,,HERCULES.BO
INE598D01035,505725,ALGOQUANT FINTECH LIMITED,X,BSE,ALGOQUANT,,ALGOQUANT.BO
INE638A01035,505729,SINGER INDIA LTD.,X,BSE,SINGER,,SINGER.BO
INE403C01014,505737,INTERNATIONAL COMBUSTION (INDI,X,BSE,INTLCOMBQ,,INTLCOMBQ.BO
INE636D01041,505750,JOSTS ENGINEERING CO.LTD.,X,BSE,JOSTS,,JOSTS.BO
INE860N01012,505797,MIPCO SEAMLESS RINGS (GUJARAT),XT,BSE,MPCOSEMB,,MPCOSEMB.BO
INE568F01017,505827,SNL BEARINGS LTD.,X,BSE,SNL,,SNL.BO
INE058D01030,505840,JAIPAN INDUSTRIES LTD.,X,BSE,JAIPAN,,JAIPAN.BO
INE765D01022,505872,WPIL LTD.,B,BSE,WPIL,,WPIL.BO
INE717A01029,505890,KENNAMETAL INDIA LTD.,B,BSE,KENNAMET,,KENNAMET.BO
INE724D01011,505893,HINDUSTAN HARDY LIMITED,XT,BSE,HINDHARD,,HINDHARD.BO
INE440G01017,505978,TRITON VALVES LTD.,X,BSE,TRITONV,,TRITONV.BO
INE618D01015,506003,SUDAL INDUSTRIES LTD.,XT,BSE,SUDAI,,SUDAI.BO
INE441L01015,506105,STANROSE MAFATLAL INVESTMENTS,X,BSE,STANROS,,STANROS.BO
INE820M01018,506122,Kairosoft AI Solutions Limited,X,BSE,VOLKAI,,VOLKAI.BO
INE383L01019,506128,PARNAX LAB LTD.,X,BSE,PARNAXLAB,,PARNAXLAB.BO
INE512D01028,506134,GOURMET GATEWAY INDIA LIMITED,X,BSE,GOURMET,,GOURMET.BO
INE668L01013,506180,EMERGENT INDUSTRIAL SOLUTIONS,XT,BSE,EMERGENT,,EMERGENT.BO
INE403B01016,506186,GALAXY CLOUD KITCHENS LIMITED,XT,BSE,GCKL,,GCKL.BO
INE320M01019,506365,CHEMO PHARMA LABORATORIES LTD.,X,BSE,CHEMOPH,,CHEMOPH.BO
INE225B01021,506414,FERMENTA BIOTECH LIMITED,XT,BSE,FERMENTA,,FERMENTA.BO
INE693E01016,506520,JAYSHREE CHEMICALS LTD.,X,BSE,JAYCH,,JAYCH.BO
INE881E01017,506528,KELTECH ENERGIES LTD.,XT,BSE,KELENRG,,KELENRG.BO
INE060E01018,506530,KEMP & COMPANY LTD.,X,BSE,KEMP,,KEMP.BO
INE265B01019,506532,NITTA GELATIN INDIA LTD.,X,BSE,NITTAGELA,,NITTAGELA.BO
INE468C01017,506543,M.P.AGRO INDUSTRIES LTD.,X,BSE,MPAGI,,MPAGI.BO
INE321D01016,506579,AG VENTURES LIMITED,T,BSE,AGVENTURES,,AGVENTURES.BO
INE841D01013,506597,AMAL LTD.,X,BSE,AMAL,,AMAL.BO
INE752B01024,506605,POLYCHEM LTD.,X,BSE,POLYCHEM,,POLYCHEM.BO
INE218N01021,506640,ZR2 BIOENERGY LIMITED,X,BSE,ZR2,,ZR2.BO
INE888C01040,506642,SADHANA NITROCHEM LTD.,T,BSE,SADHNANIQ,,SADHNANIQ.BO
INE014B01011,506680,TECIL CHEMICALS & HYDRO POWER,T,BSE,TECILCHEM,,TECILCHEM.BO
INE405A01021,506685,ULTRAMARINE & PIGMENTS LTD.,B,BSE,ULTRAMAR,,ULTRAMAR.BO
INE687A01016,506687,TRANSPEK INDUSTRY LTD.,X,BSE,TRANSPEK,,TRANSPEK.BO
INE741A01011,506734,MYSORE PETRO CHEMICALS LTD.,X,BSE,MYSORPETRO,,MYSORPETRO.BO
INE400A01014,506808,TUTICORIN ALKALI CHEMICALS AND,B,BSE,TUTIALKA,,TUTIALKA.BO
INE639B01015,506854,TANFAC INDUSTRIES LTD.,B,BSE,TANFACIND,,TANFACIND.BO
INE636P01011,506858,GUJARAT PETROSYNTHESE LTD.,X,BSE,GUJPETR,,GUJPETR.BO
INE716M01034,506863,SWADESHI INDUSTRIES LEASING CO,XT,BSE,SWADEIN,,SWADEIN.BO
INE987A01010,506919,MAKERS LABORATORIES LTD.,X,BSE,MAKERSL,,MAKERSL.BO
INE423K01015,506935,CONTINENTAL CHEMICALS LTD.,X,BSE,CONTCHM,,CONTCHM.BO
INE374C01017,506975,RAJASTHAN PETRO SYNTHETICS LTD,P,BSE,RAJSPTR,,RAJSPTR.BO
INE046E01025,506979,APT PACKAGING LTD.,XT,BSE,APTPACK,,APTPACK.BO
INE472D01017,506981,BLUE CHIP TEX INDUSTRIES LTD.,X,BSE,BLUECHIPT,,BLUECHIPT.BO
INE574A01016,507155,JAGATJIT INDUSTRIES LTD.,X,BSE,JAGAJITIND,,JAGAJITIND.BO
INE133B01019,507180,KESAR ENTERPRISES LTD.,XT,BSE,KESARENT,,KESARENT.BO
INE044N01021,507265,Emerald Leisures Limited,X,BSE,EMERALL,,EMERALL.BO
INE615A01025,507300,The Ravalgaon Sugar Farm Limit,X,BSE,RAVALSUGAR,,RAVALSUGAR.BO
INE711A01022,507410,WALCHANDNAGAR INDUSTRIES LTD.,T,BSE,WALCHANNAG,,WALCHANNAG.BO
INE076C01018,507438,IFB AGRO INDUSTRIES LTD.,T,BSE,IFBAGRO,,IFBAGRO.BO
INE991B01010,507474,KOTHARI FERMENTATION & BIOCHEM,X,BSE,KFBL,,KFBL.BO
INE470N01010,507486,CAPROLACTAM CHEMICALS LTD.,X,BSE,CAPRO,,CAPRO.BO
INE544C01023,507498,PICCADILY SUGAR & ALLIED INDUS,X,BSE,PICCASUG,,PICCASUG.BO
INE557D01015,507515,C.J.GELATINE PRODUCTS LTD.,X,BSE,CJGEL,,CJGEL.BO
INE976E01023,507552,FOODS & INNS LTD.,T,BSE,FOODSIN,,FOODSIN.BO
INE014E01015,507598,KOVILPATTI LAKSHMI ROLLER FLOU,XT,BSE,KLRFM,,KLRFM.BO
INE588G01021,507621,MILKFOOD LTD.,X,BSE,MLKFOOD,,MLKFOOD.BO
INE339F01021,507645,POLSON LTD.,X,BSE,POLSON,,POLSON.BO
INE247F01018,507690,ORIENT BEVERAGES LTD.,X,BSE,ORIBEVER,,ORIBEVER.BO
INE284B01028,507753,TGV SRAAC Limited,B,BSE,TGVSL,,TGVSL.BO
INE891G01011,507759,LIME CHEMICALS LTD.,X,BSE,LIMECHM,,LIMECHM.BO
INE296D01010,507813,NATIONAL OXYGEN LTD.,X,BSE,NOL,,NOL.BO
INE469D01013,507817,WIRES & FABRIKS (SA) LTD.,XT,BSE,WIREFABR,,WIREFABR.BO
INE880B01015,507828,ANSAL HOUSING LIMITED,X,BSE,ANSALHSG,,ANSALHSG.BO
INE607B01012,507833,COMPUTER POINT LTD.,X,BSE,COMPUPN,,COMPUPN.BO
INE435D01014,507836,MAC CHARLES (INDIA) LTD.,X,BSE,MCCHRLS-B,,MCCHRLS-B.BO
INE757C01021,507852,ADDI INDUSTRIES LTD.,XT,BSE,ADDIND,,ADDIND.BO
INE746D01014,507864,PIONEER INVESTCORP LTD.,X,BSE,PIONRINV,,PIONRINV.BO
INE372I01018,507872,ASHNOOR TEXTILE MILLS LTD.,X,BSE,ASHNOOR,,ASHNOOR.BO
INE724A01017,507912,LKP FINANCE LIMITED,X,BSE,LKPFIN,,LKPFIN.BO
INE706N01017,507917,EAST BUILDTECH LTD.,X,BSE,EASTBUILD,,EASTBUILD.BO
INE704G01024,507944,BAJAJ STEEL INDUSTRIES LTD.,B,BSE,BAJAJST,,BAJAJST.BO
INE845A01028,507946,KIDUJA INDIA LTD.,XT,BSE,KIDUJA,,KIDUJA.BO
INE130F01016,507948,KEY CORP LTD.,XT,BSE,KEYCORP,,KEYCORP.BO
INE621C01011,507960,GUJARAT HOTELS LTD.,X,BSE,GUJHOTE,,GUJHOTE.BO
INE455H01013,507962,FYNX CAPITAL LIMITED,XT,BSE,FYNX,,FYNX.BO
INE651D01016,507966,RAS RESORTS & APART HOTELS LTD,X,BSE,RASRESOR,,RASRESOR.BO
INE143I01013,507970,PARAMOUNT COSMETICS (INDIA) LT,X,BSE,PARMCOS-B,,PARMCOS-B.BO
INE726D01016,507981,JINDAL HOTELS LTD.,X,BSE,JINDHOT,,JINDHOT.BO
INE358F01013,507984,SER INDUSTRIES LTD.,XT,BSE,SERIND,,SERIND.BO
INE657D01021,507998,SIMMONDS MARSHALL LTD.,X,BSE,SIMMOND,,SIMMOND.BO
INE489D01011,508136,B & A LTD.,X,BSE,BNALTD,,BNALTD.BO
INE979B01015,508486,HAWKINS COOKERS LTD.,B,BSE,HAWKINCOOK,,HAWKINCOOK.BO
INE712A01012,508494,WARREN TEA LTD.,X,BSE,WARRENTEA,,WARRENTEA.BO
INE788M01017,508571,COCHIN MALABAR ESTATES & INDUS,X,BSE,COCHMAL,,COCHMAL.BO
INE553F01035,508664,BEST EASTERN HOTELS LTD.,X,BSE,BESTEAST,,BESTEAST.BO
INE605D01012,508670,NEELAMALAI AGRO INDUSTRIES LTD,X,BSE,NEAGI,,NEAGI.BO
INE684B01029,508807,IST LTD.,B,BSE,ISTLTD,,ISTLTD.BO
INE206I01026,508860,DIAMANT INFRASTRUCTURE LIMITED,XT,BSE,DIAMANT,,DIAMANT.BO
INE861H01020,508875,Nitin Castings Limited,X,BSE,NITINCAST,,NITINCAST.BO
INE641A01013,508905,NEXOME CAPITAL MARKETS LIMITED,XT,BSE,NEXOME,,NEXOME.BO
INE791H01011,508918,IRONWOOD EDUCATION LIMITED,X,BSE,IRONWOOD,,IRONWOOD.BO
INE331L01026,508922,MSR INDIA LTD.,XT,BSE,MSRINDIA,,MSRINDIA.BO
INE433O01024,508929,AVISHKAR INFRA REALTY LIMITED,XT,BSE,AIRLTD,,AIRLTD.BO
INE013E01017,508941,PANASONIC CARBON INDIA CO.LTD.,X,BSE,PANCARBON,,PANCARBON.BO
INE734I01027,508954,FINKURVE FINANCIAL SERVICES LT,B,BSE,FINKURVE,,FINKURVE.BO
INE549B01016,508956,HB LEASING & FINANCE CO.LTD.,X,BSE,HBLEAS,,HBLEAS.BO
INE668Y01016,508963,TRUSTWAVE SECURITIES LIMITED,XT,BSE,TRUSTWAVE,,TRUSTWAVE.BO
INE673M01029,508969,SULABH ENGINEERS & SERVICES LT,X,BSE,SULABEN,,SULABEN.BO
INE977E01013,508980,FRONTIER CAPITAL LIMITED,X,BSE,FRONTCAP,,FRONTCAP.BO
INE218C01016,509009,AUSOM ENTERPRISE LIMITED,T,BSE,AUSOMENT,,AUSOMENT.BO
INE190F01028,509015,THAKRAL SERVICES (INDIA) LTD.,X,BSE,THAKRAL,,THAKRAL.BO
INE413B01023,509020,RUCHI INFRASTRUCTURE LTD.,T,BSE,RUCHINFRA,,RUCHINFRA.BO
INE088E01019,509024,GOLDEN LEGAND LEASING & FINANC,XT,BSE,GOLDLEG,,GOLDLEG.BO
INE117F01013,509026,VJTF EDUSERVICES LTD.,XT,BSE,VJTFEDU,,VJTFEDU.BO
INE763D01019,509038,VOLTAIRE LEASING & FINANCE LTD,X,BSE,VOLLF,,VOLLF.BO
INE040F01033,509040,NETLINK SOLUTIONS (INDIA) LTD.,XT,BSE,NETLINK,,NETLINK.BO
INE300B01022,509051,INDIAN INFOTECH & SOFTWARE LTD,X,BSE,INDINFO,,INDINFO.BO
INE521L01030,509053,BANAS FINANCE LTD.,X,BSE,BANASFN,,BANASFN.BO
INE392A01021,509055,VISAKA INDUSTRIES LTD.,T,BSE,VISAKAIND,,VISAKAIND.BO
INE669A01022,509069,INFOMEDIA PRESS LTD.,T,BSE,INFOMEDIA,,INFOMEDIA.BO
INE525B01016,509073,HATHWAY BHAWANI CABLETEL & DAT,X,BSE,HATHWAYB,,HATHWAYB.BO
INE107J01016,509084,PHOTON CAPITAL ADVISORS LTD.,X,BSE,PHOTON,,PHOTON.BO
INE802D01023,509162,INDAG RUBBER LTD.,X,BSE,INDAG,,INDAG.BO
INE159E01026,509196,MM RUBBER COMPANY LTD.,X,BSE,MMRUBBR-B,,MMRUBBR-B.BO
INE367E01033,509423,SANATHNAGAR ENTERPRISES LIMITE,XT,BSE,SEL,,SEL.BO
INE664D01019,509438,BENARES HOTELS LTD.,B,BSE,BENARAS,,BENARAS.BO
INE026I01010,509449,BHAGWATI OXYGEN LTD.,XT,BSE,BHAGWOX,,BHAGWOX.BO
INE01TL01014,509470,BOMBAY OXYGEN INVESTMENTS LIMI,X,BSE,BOMOXY-B1,,BOMOXY-B1.BO
INE145E01017,509472,CRAVATEX LTD.,X,BSE,CRAVATEX,,CRAVATEX.BO
INE479A01018,509486,CAPRIHANS INDIA LTD.,X,BSE,CAPRIHANS,,CAPRIHANS.BO
INE515H01014,509525,EMPIRE INDUSTRIES LTD.,X,BSE,EMPIND,,EMPIND.BO
INE214F01026,509546,GRAVISS HOSPITALITY LTD.,X,BSE,GRAVISSHO,,GRAVISSHO.BO
INE925D01014,509563,GARWARE MARINE INDUSTRIES LTD.,XT,BSE,GARWAMAR,,GARWAMAR.BO
INE972A01020,509732,KOTHARI INDUSTRIAL CORPORATION,XT,BSE,KOTIC,,KOTIC.BO
INE370A01019,509760,MODERN SHARES & STOCKBROKERS L,X,BSE,MODRNSH,,MODRNSH.BO
INE940N01012,509835,PREMIER SYNTHETICS LTD.,X,BSE,PREMSYN,,PREMSYN.BO
INE896E01023,509887,SINNAR BIDI UDYOG LTD.,XT,BSE,SINNAR,,SINNAR.BO
INE832D01020,509895,HINDOOSTAN MILLS LTD.,X,BSE,HINDMILL,,HINDMILL.BO
INE077P01034,509945,THACKER & CO.LTD.,XT,BSE,THACKER,,THACKER.BO
INE726E01014,509960,U.P.HOTELS LTD.,X,BSE,UPHOT,,UPHOT.BO
INE804A01025,510245,SWASTI VINAYAKA SYNTHETICS LTD,X,BSE,SWASTIVI,,SWASTIVI.BO
INE856D01011,511000,MADHUSUDAN SECURITIES LTD.,X,BSE,MADHUSE,,MADHUSE.BO
INE457N01025,511012,YAMINI INVESTMENTS COMPANY LTD,XT,BSE,YAMNINV,,YAMNINV.BO
INE946K01023,511016,PREMIER CAPITAL SERVICES LTD.,XT,BSE,PREMCAP,,PREMCAP.BO
INE679T01013,511018,MILGREY FINANCE & INVESTMENT L,XT,BSE,ZMILGFIN,,ZMILGFIN.BO
INE302E01014,511066,SAKTHI FINANCE LTD.,X,BSE,SAKTHIFIN,,SAKTHIFIN.BO
INE047E01031,511092,JMD Ventures Limited,X,BSE,JMDVL,,JMDVL.BO
INE848D01018,511110,V.B.DESAI FINANCIAL SERVICES L,X,BSE,VBDESAI,,VBDESAI.BO
INE527B01020,511116,QUADRANT TELEVENTURES LIMITED,XT,BSE,QUADRANT,,QUADRANT.BO
INE609B01018,511122,FIRST CUSTODIAN FUND (INDIA) L,X,BSE,1STCUS,,1STCUS.BO
INE344D01018,511131,KAMANWALA HOUSING CONSTRUCTION,XT,BSE,KAMANWALA,,KAMANWALA.BO
INE520G01024,511144,AXIS SOLUTIONS LIMITED,XT,BSE,AXISOL,,AXISOL.BO
INE549D01012,511147,WSFX Global Pay Limited,X,BSE,WSFX,,WSFX.BO
INE096I01021,511153,Anjani Foods Limited,X,BSE,ANJANIFOODS,,ANJANIFOODS.BO
INE552N01023,511169,RKD AGRI AND RETAIL LIMITED,XT,BSE,RKDAGRRTL,,RKDAGRRTL.BO
INE635I01018,511176,PARSHWANATH CORPORATION LTD.,XT,BSE,PARSHWANA,,PARSHWANA.BO
INE570N01025,511187,Millennium Online Solutions (I,X,BSE,MILLENNIUM,,MILLENNIUM.BO
INE613B01010,511194,ICDS LTD.,T,BSE,ICDSLTD,,ICDSLTD.BO
INE910D01024,511246,BOMBAY TALKIES LIMITED,X,BSE,BOMTALKIES,,BOMTALKIES.BO
INE429D01017,511355,INDIA CEMENTS CAPITAL LTD.,X,BSE,INDCEMCAP,,INDCEMCAP.BO
INE556D01017,511359,AD-MANUM FINANCE LTD.,X,BSE,ADMANUM,,ADMANUM.BO
INE661M01016,511391,INTER GLOBE FINANCE LTD.,XT,BSE,INTRGLB,,INTRGLB.BO
INE410E01015,511401,MUNOTH COMMUNICATION LIMITED,X,BSE,MCLTD,,MCLTD.BO
